2015;03;01;ΓΕΩΡΓΙΑ. ΚΤΗΝΟΤΡΟΦΙΑ. ΘΗΡΑ ΚΑΙ ΣΒΔ;1953;1377;448;1825;0.69;23.85;23.62;23.80;43.96;40.06;43.01;AGRICULTURE. HUNTING AND RELATED SERVICE ACTIVITIES;
2015;03;02;ΔΑΣΟΚΟΜΙΑ. ΥΛΟΤΟΜΙΑ ΚΑΙ ΣΥΝΑΦΕΙΣ ΔΡΑΣΤΗΡΙΟΤΗΤΕΣ;120;157;35;192;0.07;18.11;20.83;18.60;31.27;31.23;31.26;FORESTRY. LOGGING AND RELATED SERVICES;
2015;03;05;ΑΛΙΕΙΑ. ΕΚΜΕΤΑΛΛΕΥΣΗ ΙΧΘΥΟΤΡΟΦΕΙΩΝ ΚΑΙ ΜΟΝΑΔΩΝ ΠΑΡΑΓΩΓΗΣ ΓΟΝΟΥ ΒΔΣ ΜΕ ΤΗΝ ΑΛΙΕΙΑ;169;183;45;228;0.09;23.73;24.38;23.86;47.02;38.83;45.37;FISHING. OPERATION OF FISH HATCHERIES AND FISH FARMS; SERVICE ACTIVITIES INCIDENTAL TO FISHING;
2015;03;10;ΕΞΟΡΥΞΗ ΑΝΘΡΑΚΑ ΚΑΙ ΛΙΓΝΙΤΗ. ΕΞΟΡΥΞΗ ΤΥΡΦΗΣ;6;14;0;14;0.01;20.43;0.00;20.43;37.48;0.00;37.48;MINING OF COAL AND LIGNITE;
2015;03;11;ΑΝΤΛΗΣΗ ΑΡΓΟΥ ΠΕΤΡΕΛΑΙΟΥ ΚΑΙ ΦΥΣΙΚΟΥ ΑΕΡΙΟΥ.ΒΔΣ ΜΕ ΤΗΝ ΑΝΤΛΗΣΗ ΠΕΤΡΕΛΑΙΟΥ ΚΑΙ ΦΥΣΙΚΟΥ ΑΕΡΙΟΥ.ΜΕ ΕΞΑΙΡΕΣΗ ΤΙΣ ΜΕΛΕΤΕΣ;5;8;1;9;0.00;17.38;25.00;18.22;56.61;71.56;58.89;EXTRACTION OF CRUDE PETROLEUM AND NATURAL GAS; SERVICE ACTIVITIES INCIDENTAL TO OIL AND GAS EXTRACTION. EXCLUDING SURVEYING;
2015;03;12;ΕΞΟΡΥΞΗ ΜΕΤΑΛΛΕΥΜΑΤΩΝ ΟΥΡΑΝΙΟΥ ΚΑΙ ΘΟΡΙΟΥ;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;MINING OF URANIUM AND THORIUM ORES;
2015;03;13;ΕΞΟΡΥΞΗ ΜΕΤΑΛΛΟΥΧΩΝ ΜΕΤΑΛΛΕΥΜΑΤΩΝ;13;26;4;30;0.01;21.23;25.00;21.73;32.89;24.03;31.53;MINING OF METAL ORES;
2015;03;14;ΑΛΛΕΣ ΕΞΟΡΥΚΤΙΚΕΣ ΚΑΙ ΛΑΤΟΜΙΚΕΣ ΔΡΑΣΤΗΡΙΟΤΗΤΕΣ;193;392;52;444;0.17;22.04;23.06;22.16;40.59;34.80;39.88;OTHER MINING AND QUARRYING;
2015;03;15;ΒΙΟΜΗΧΑΝΙΑ ΤΡΟΦΙΜΩΝ ΚΑΙ ΠΟΤΩΝ;6199;5873;3947;9820;3.71;23.40;22.85;23.18;34.21;30.03;32.55;MANUFACTURE OF FOOD PRODUCTS AND BEVERAGES;
2015;03;16;ΠΑΡΑΓΩΓΗ ΠΡΟΙΟΝΤΩΝ ΚΑΠΝΟΥ;5;7;6;13;0.00;21.43;24.83;23.00;46.47;43.04;44.76;MANUFACTURE OF TOBACCO PRODUCTS;
2015;03;17;ΠΑΡΑΓΩΓΗ ΚΛΩΣΤΟΥΦΑΝΤΟΥΡΓΙΚΩΝ ΥΛΩΝ;531;580;358;938;0.35;23.89;22.95;23.53;35.73;34.60;35.31;MANUFACTURE OF TEXTILES;
2015;03;18;ΚΑΤΑΣΚΕΥΗ ΕΙΔΩΝ ΕΝΔΥΣΗΣ.ΚΑΤΕΡΓΑΣΙΑ ΚΑΙ ΒΑΦΗ ΓΟΥΝΑΡΙΚΩΝ;1043;691;1034;1725;0.65;22.86;22.77;22.81;34.16;34.38;34.29;MANUFACTURE OF WEARING APPAREL; DRESSING AND DYEING OF FUR;
2015;03;19;ΚΑΤΕΡΓΑΣΙΑ ΚΑΙ ΔΕΨΗ ΔΕΡΜΑΤΟΣ. ΚΑΤΑΣΚΕΥΗ ΕΙΔΩΝ ΤΑΞΙΔΙΟΥ(ΑΠΟΣΚΕΥΩΝ). ΤΣΑΝΤΩΝ. ΕΙΔΩΝ ΣΕΛΟΠΟΙΙΑΣ. ΕΙΔΩΝ ΣΑΓΜΑΤΟΠΟΙΙΑΣ ΚΑΙ ΥΠΟΔΗΜΑΤΩΝ;216;314;117;431;0.16;21.89;22.82;22.14;34.74;34.42;34.65;TANNING AND DRESSING OF LEATHER ; MANUFACTURE OF LUGGAGE. HANDBAGS. SADDLERY. HARNESS AND FOOTWEAR;
2015;03;20;ΒΙΟΜΗΧΑΝΙΑ ΞΥΛΟΥ ΚΑΙ ΚΑΤΑΣΚΕΥΗ ΠΡΟΙΟΝΤΩΝ ΑΠΌ ΞΥΛΟ ΚΑΙ ΦΕΛΛΟ.ΕΚΤΟΣ ΑΠΌ ΤΑ ΕΠΙΠΛΑ ΚΑΤΑΣΚΕΥΗ ΕΙΔΩΝ ΚΑΛΑΘΟΠΟΙΙΑΣ ΚΑΙ ΣΠΑΡΤΟΠΛΕΚΤΙΚΗΣ;669;882;120;1002;0.38;22.57;22.85;22.60;32.23;31.40;32.13;MANUFACTURE OF WOOD AND OF PRODUCTS OF WOOD AND CORK. EXCEPT FURNITURE; MANUFACTURE OF ARTICLES OF STRAW AND PLAITING MATERIALS;
2015;03;21;ΠΑΡΑΓΩΓΗ ΧΑΡΤΟΠΟΛΤΟΥ.ΧΑΡΤΙΟΥ ΚΑΙ ΠΡΟΙΟΝΤΩΝ ΑΠΌ ΧΑΡΤΙ;247;463;158;621;0.23;23.55;23.54;23.55;37.18;35.51;36.76;MANUFACTURE OF PULP.PAPER AND PAPER PRODUCTS;
2015;03;ΚΩΔ;NA;Αριθμός;Αριθμός;NA;Ασφαλισμένων (2);NA;Μέση;Απασχόληση;(3);Μέσο;Ημερομίσθιο;(3);NA;
2015;03;COD;Οικονομική Δραστηριότητα;Επιχειρήσεων  No of Enterprises;Number Άνδρες Males;of Insured Γυναίκες Females;Individuals Σύνολο Total;(2) %;Average Άνδρες Males;Employment Γυναίκες Females;Σύνολο Total;Άνδρες Males;Average Wage Γυναίκες Females;(3) Σύνολο Total;Economic Activity;
2015;03;22;ΕΚΔΟΣΕΙΣ.ΕΚΤΥΠΩΣΕΙΣ ΚΑΙ ΑΝΑΠΑΡΑΓΩΓΗ ΠΡΟΕΓΓΕΓΡΑΜΜΕΝΩΝ ΜΕΣΩΝ ΕΓΓΡΑΦΗΣ ΗΧΟΥ ΚΑΙ ΕΙΚΟΝΑΣ ΚΑΙ ΜΕΣΩΝ ΠΛΗΡΟΦΟΡΙΚΗΣ; 1553;1699;1263;2962;1.12;24.20;23.76;24.02;38.36;37.72;38.09;PUBLISHING. PRINTING AND REPRODUCTION OF RECORDED MEDIA;
2015;03;23;ΠΑΡΑΓΩΓΗ ΟΠΤΑΝΘΡΑΚΑ (ΚΩΚ).ΠΡΟΙΟΝΤΩΝ ΔΙΥΛΙΣΗΣ ΠΕΤΡΕΛΑΙΟΥ ΚΑΙ ΠΥΡΗΝΙΚΩΝ ΚΑΥΣΙΜΩΝ;26;60;19;79;0.03;25.07;24.95;25.04;72.36;45.81;66.00;MANUFACTURE OF COKE. REFINED PETROLEUM PRODUCTS AND NUCLEAR FUEL;
2015;03;24;ΠΑΡΑΓΩΓΗ ΧΗΜΙΚΩΝ ΟΥΣΙΩΝ ΚΑΙ ΠΡΟΙΟΝΤΩΝ;363;565;252;817;0.31;23.44;23.65;23.50;42.88;39.32;41.77;MANUFACTURE OF CHEMICALS AND CHEMICALS PRODUCTS;
2015;03;25;ΚΑΤΑΣΚΕΥΗ ΠΡΟΙΟΝΤΩΝ ΑΠΌ ΕΛΑΣΤΙΚΟ (ΚΑΟΥΤΣΟΥΚ) ΚΑΙ ΠΛΑΣΤΙΚΕΣ ΥΛΕΣ;473;953;233;1186;0.45;23.49;23.05;23.41;37.18;34.15;36.59;MANUFACTURE OF RUBBER AND PLASTIC PRODUCTS;
2015;03;26;ΚΑΤΑΣΚΕΥΗ ΑΛΛΩΝ ΠΡΟΙΟΝΤΩΝ ΑΠΌ ΜΗ ΜΕΤΑΛΛΙΚΑ ΟΡΥΚΤΑ;1029;1481;264;1745;0.66;20.99;23.09;21.31;36.28;32.25;35.62;MANUFACTURE OF OTHER NON- METALLIC MINERAL PRODUCTS;
2015;03;27;ΠΑΡΑΓΩΓΗ ΒΑΣΙΚΩΝ ΜΕΤΑΛΛΩΝ;149;270;44;314;0.12;23.45;23.70;23.49;40.49;39.65;40.37;MANUFACTURE OF BASIC METALS;
2015;03;28;ΚΑΤΑΣΚΕΥΗ ΜΕΤΑΛΛΙΚΩΝ ΠΡΟΙΟΝΤΩΝ.ΜΕ ΕΞΑΙΡΕΣΗ ΤΑ ΜΗΧΑΝΗΜΑΤΑ ΚΑΙ ΤΑ ΕΙΔΗ ΕΞΟΠΛΙΣΜΟΥ;2381;3629;504;4133;1.56;22.31;22.73;22.36;35.13;32.93;34.86;MANUFACTURE OF FABRICATED METAL PRODUCTS. EXCEPT MACHINERY AND EQUIPMENT;
2015;03;29;ΚΑΤΑΣΚΕΥΗ ΜΗΧΑΝΗΜΑΤΩΝ ΚΑΙ ΕΙΔΩΝ ΕΞΟΠΛΙΣΜΟΥ ΜΑΚ;1729;2874;440;3314;1.25;23.56;23.65;23.57;38.46;35.51;38.06;MANUFACTURE OF MACHINERY AND EQUIPMENT;
2015;03;30;ΚΑΤΑΣΚΕΥΗ ΜΗΧΑΝΩΝ ΓΡΑΦΕΙΟΥ ΚΑΙ ΗΛΕΚΤΡΟΝΙΚΩΝ ΥΠΟΛΟΓΙΣΤΩΝ;47;62;20;82;0.03;23.98;22.30;23.57;43.58;45.35;43.99;MANUFACTURE OF OFFICE MACHINERY AND COMPUTERS;
2015;03;31;ΚΑΤΑΣΚΕΥΗ ΗΛΕΚΤΡΙΚΩΝ ΜΗΧΑΝΩΝ ΚΑΙ ΣΥΣΚΕΥΩΝ ΜΑΚ;393;615;128;743;0.28;24.23;23.22;24.05;38.58;34.13;37.84;MANUFACTURE OF ELECTRICAL MACHINERY AND APPARATUS NEC;
2015;03;32;ΚΑΤΑΣΚΕΥΗ ΕΞΟΠΛΙΣΜΟΥ ΚΑΙ ΣΥΣΚΕΥΩΝ ΡΑΔΙΟΦΩΝΙΑΣ. ΤΗΛΕΟΡΑΣΗΣ ΚΑΙ ΕΠΙΚΟΙΝΩΝΙΩΝ;134;169;43;212;0.08;23.93;23.53;23.85;37.13;36.20;36.95;MANUFACTURE OF RADIO TELEVISION AND COMMUNICATION EQUIPMENT AND APPARATUS;
2015;03;33;ΚΑΤΑΣΚΕΥΗ ΙΑΤΡΙΚΩΝ ΟΡΓΑΝΩΝ. ΟΡΓΑΝΩΝ ΑΚΡΙΒΕΙΑΣ ΚΑΙ ΟΠΤΙΚΩΝ ΟΡΓΑΝΩΝ. ΚΑΤΑΣΚΕΥΗ ΡΟΛΟΓΙΩΝ ΚΆΘΕ ΕΙΔΟΥΣ;507;573;226;799;0.30;24.41;24.05;24.31;37.92;33.24;36.61;MANUFACTURE OF MEDICAL. PRECISION AND OPTICAL INSTRUMENTS. WATCHES AND CLOCKS;
2015;03;34;ΚΑΤΑΣΚΕΥΗ ΑΥΤΟΚΙΝΗΤΩΝ ΟΧΗΜΑΤΩΝ. ΚΑΤΑΣΚΕΥΗ ΡΥΜΟΥΛΚΟΥΜΕΝΩΝ ΚΑΙ ΗΜΙΡΥΜΟΥΛΚΟΥΜΕΝΩΝ ΟΧΗΜΑΤΩΝ;103;163;25;188;0.07;23.10;23.36;23.14;36.05;40.79;36.69;MANUFACTURE OF MOTOR VEHICLES. TRAILERS AND SEMI- TRAILERS;
2015;03;35;ΚΑΤΑΣΚΕΥΗ ΛΟΙΠΟΥ ΕΞΟΠΛΙΣΜΟΥ ΜΕΤΑΦΟΡΩΝ;407;842;126;968;0.37;20.04;22.79;20.40;49.01;36.41;47.18;MANUFACTURE OF OTHER TRANSPORT EQUIPMENT;
2015;03;36;ΚΑΤΑΣΚΕΥΗ ΕΠΙΠΛΩΝ. ΛΟΙΠΕΣ ΒΙΟΜΗΧΑΝΙΕΣ ΜΑΚ;1322;1425;499;1924;0.73;22.23;22.81;22.38;34.89;31.58;34.01;MANUFACTURE OF FURNITURE; MANUFACTURING NEC;
2015;03;37;ΑΝΑΚΥΚΛΩΣΗ;144;335;76;411;0.16;23.71;24.18;23.80;33.59;32.52;33.39;RECYCLING;
2015;03;40;ΠΑΡΟΧΗ ΗΛΕΚΤΡΙΚΟΥ ΡΕΥΜΑΤΟΣ ΦΥΣΙΚΟΥ ΑΕΡΙΟΥ.ΑΤΜΟΥ ΚΑΙ ΖΕΣΤΟΥ ΝΕΡΟΥ;696;730;373;1103;0.42;23.27;23.86;23.47;49.83;39.86;46.40;ELECTRICITY. GAS STEAM AND HOT WATER SUPPLY;
2015;03;ΚΩΔ;NA;Αριθμός;Αριθμός;NA;Ασφαλισμένων (2);NA;Μέση;Απασχόληση;(3);Μέσο;Ημερομίσθιο;(3);NA;
2015;03;COD;Οικονομική Δραστηριότητα;Επιχειρήσεων  No of Enterprises;Number Άνδρες Males;of Insured Γυναίκες Females;Individuals Σύνολο Total;(2) %;Average Άνδρες Males;Employment Γυναίκες Females;Σύνολο Total;Άνδρες Males;Average Wage Γυναίκες Females;(3) Σύνολο Total;Economic Activity;
2015;03;41;ΣΥΛΛΟΓΗ. ΚΑΘΑΡΙΣΜΟΣ ΚΑΙ ΔΙΑΝΟΜΗ ΝΕΡΟΥ; 192;339;103;442;0.17;22.65;23.50;22.85;52.28;52.89;52.42;COLLECTION. PURIFICATION AND DISTRIBUTION OF WATER;
2015;03;45;ΚΑΤΑΣΚΕΥΕΣ;7380;9715;2058;11773;4.45;21.97;23.35;22.21;35.24;36.38;35.45;CONSTRUCTION;
2015;03;50;ΕΜΠΟΡΙΟ. ΣΥΝΤΗΡΗΣΗ ΚΑΙ ΕΠΙΣΚΕΥΗ ΑΥΤΟΚΙΝΗΤΩΝ ΟΧΗΜΑΤΩΝ ΚΑΙ ΜΟΤΟΣΥΚΛΕΤΩΝ. ΛΙΑΝΙΚΗ ΠΩΛΗΣΗ ΚΑΥΣΙΜΩΝ ΟΧΗΜΑΤΩΝ;10224;12122;1842;13964;5.28;23.98;23.44;23.91;32.09;31.21;31.98;SALE. MAINTENANCE AND REPAIR OF MOTOR VEHICLES AND MOTORCYCLES; RETAIL SALE OF AUTOMOTIVE FUEL;
2015;03;51;ΧΟΝΔΡΙΚΟ ΕΜΠΟΡΙΟ ΚΑΙ ΕΜΠΟΡΙΟ ΜΕ ΠΡΟΜΗΘΕΙΑ. ΕΚΤΟΣ ΑΠΌ ΤΟ ΕΜΠΟΡΙΟ ΑΥΤΟΚΙΝΗΤΩΝ ΟΧΗΜΑΤΩΝ ΚΑΙ ΜΟΤΟΣΥΚΛΕΤΩΝ;19884;25758;11708;37466;14.16;23.85;23.76;23.82;38.01;36.75;37.62;WHOLESALE TRADE AND COMMISSION TRADE. EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES;
2015;03;52;ΛΙΑΝΙΚΟ ΕΜΠΟΡΙΟ. ΕΚΤΟΣ ΑΠΌ ΤΟ ΕΜΠΟΡΙΟ ΑΥΤΟΚΙΝΗΤΩΝ ΟΧΗΜΑΤΩΝ ΚΑΙ ΜΟΤΟΣΥΚΛΕΤΩΝ. ΕΠΙΣΚΕΥΗ ΕΙΔΩΝ ΑΤΟΜΙΚΗΣ ΚΑΙ ΟΙΚΙΑΚΗΣ ΧΡΗΣΗΣ;34699;15127;25879;41006;15.50;23.63;23.55;23.58;31.17;30.37;30.66;RETAIL TRADE. EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES; REPAIR OF PERSONAL AND HOUSEHOLD GOODS;
2015;03;55;ΞΕΝΟΔΟΧΕΙΑ ΚΑΙ ΕΣΤΙΑΤΟΡΙΑ;24876;14656;14239;28895;10.92;16.99;17.40;17.20;32.91;29.95;31.44;HOTELS AND RESTAURANTS;
2015;03;60;ΧΕΡΣΑΙΕΣ ΜΕΤΑΦΟΡΕΣΜΕΤΑΦΟΡΕΣ ΜΕΣΩ ΑΓΩΓΩΝ;9131;11762;751;12513;4.73;22.55;23.28;22.59;31.43;31.82;31.45;LAND TRANSPORT. TRANSPORT VIA PIPELINES;
2015;03;61;ΥΔΑΤΙΝΕΣ ΜΕΤΑΦΟΡΕΣ;557;791;663;1454;0.55;24.25;24.36;24.30;81.57;63.71;73.40;WATER TRANSPORT;
2015;03;62;ΕΝΑΕΡΙΕΣ ΜΕΤΑΦΟΡΕΣ;25;47;37;84;0.03;24.28;24.76;24.49;86.50;91.73;88.83;AIR TRANSPORT;
2015;03;63;ΒΟΗΘΗΤΙΚΕΣ ΚΑΙ ΣΥΝΑΦΕΙΣ ΠΡΟΣ ΤΙΣ ΜΕΤΑΦΟΡΕΣ ΔΡΑΣΤΗΡΙΟΤΗΤΕΣ. ΔΡΑΣΤΗΡΙΟΤΗΤΕΣ ΤΑΞΙΔΙΩΤΙΚΩΝ ΠΡΑΚΤΟΡΕΙΩΝ;3172;3696;3011;6707;2.53;23.25;24.00;23.59;52.40;47.58;50.20;SUPPORTING AND AUXILIARY ACTIVITIES; ACTIVITIES OF TRAVEL AGENCIES;
2015;03;64;ΤΑΧΥΔΡΟΜΕΙΑ ΚΑΙ ΤΗΛΕΠΙΚΟΙΝΩΝΙΕΣ;992;1253;719;1972;0.75;23.66;23.43;23.57;33.22;31.83;32.72;POST AND TELECOMMUNICATIONS;
2015;03;65;ΕΝΔΙΑΜΕΣΟΙ ΧΡΗΜΑΤΟΠΙΣΤΩΤΙΚΟΙ ΟΡΓΑΝΙΣΜΟΙ. ΜΕ ΕΞΑΙΡΕΣΗ ΤΙΣ ΑΣΦΑΛΙΣΤΙΚΕΣ ΕΤΑΙΡΕΙΕΣ ΚΑΙ ΤΑ ΤΑΜΕΙΑ ΣΥΝΤΑΞΕΩΝ;148;122;144;266;0.10;24.43;24.33;24.37;102.26;59.65;79.24;FINANCIAL INTERMEDIATION. EXCEPT INSURANCE AND PENSION FUNDING;
2015;03;66;ΑΣΦΑΛΙΣΕΙΣ ΚΑΙ ΣΥΝΤΑΞΙΟΔΟΤΙΚΑ ΤΑΜΕΙΑ. ΕΚΤΟΣ ΑΠΌ ΤΗΝ ΥΠΟΧΡΕΩΤΙΚΗ ΚΟΙΝΩΝΙΚΗ ΑΣΦΑΛΙΣΗ;530;178;503;681;0.26;24.02;23.98;23.99;53.46;36.53;40.96;INSURANCE AND PENSION FUNDING. EXCEPT COMPULSORY SOCIAL SECURITY;
2015;03;67;ΔΡΑΣΤΗΡΙΟΤΗΤΕΣ ΣΥΝΑΦΕΙΣ ΜΕ ΤΙΣ ΔΡΑΣΤΗΡΙΟΤΗΤΕΣ ΕΝΔΙΑΜΕΣΩΝ ΧΡΗΜΑΤΟΠΙΣΤΩΤΙΚΩΝ ΟΡΓΑΝΙΣΜΩΝ;1073;430;1025;1455;0.55;24.27;24.04;24.11;48.67;38.79;41.73;ACTIVITIES AUXILIARY TO FINANCIAL INTERMEDIATION;
2015;03;70;ΔΡΑΣΤΗΡΙΟΤΗΤΕΣ ΣΧΕΤΙΚΕΣ ΜΕ ΑΚΙΝΗΤΗ ΠΕΡΙΟΥΣΙΑ;1154;837;805;1642;0.62;24.19;23.78;23.99;52.66;45.09;48.98;REAL ESTATE ACTIVITIES;
2015;03;71;ΕΚΜΙΣΘΩΣΗ ΜΗΧΑΝΗΜΑΤΩΝ ΚΑΙ ΕΞΟΠΛΙΣΜΟΥ ΧΩΡΙΣ ΧΕΙΡΙΣΤΗ. ΕΚΜΙΣΘΩΣΗ ΕΙΔΩΝ ΑΤΟΜΙΚΗΣ ΚΑΙ ΟΙΚΙΑΚΗΣ ΧΡΗΣΗΣ;608;503;300;803;0.30;21.97;21.75;21.89;36.35;32.81;35.04;RENTING OF MACHINERY AND EQUIPMENT WITHOUT OPERATOR AND OF PERSONAL AND HOUSEHOLD GOODS;
2015;03;ΚΩΔ;NA;Αριθμός;Αριθμός;NA;Ασφαλισμένων (2);NA;Μέση;Απασχόληση;(3);Μέσο;Ημερομίσθιο;(3);NA;
2015;03;COD;Οικονομική Δραστηριότητα;Επιχειρήσεων  No of Enterprises;Number Άνδρες Males;of Insured Γυναίκες Females;Individuals Σύνολο Total;(2) %;Average Άνδρες Males;Employment Γυναίκες Females;Σύνολο Total;Άνδρες Males;Average Wage Γυναίκες Females;(3) Σύνολο Total;Economic Activity;
2015;03;72;ΠΛΗΡΟΦΟΡΙΚΗ ΚΑΙ ΣΥΝΑΦΕΙΣ ΔΡΑΣΤΗΡΙΟΤΗΤΕΣ; 2029;2725;1489;4214;1.59;24.10;23.84;24.01;46.71;38.25;43.74;COMPUTER AND RELATED ACTIVITIES;
2015;03;73;ΕΡΕΥΝΑ ΚΑΙ ΑΝΑΠΤΥΞΗ;310;315;357;672;0.25;24.38;24.25;24.31;68.59;51.59;59.59;RESEARCH AND DEVELOPMENT;
2015;03;74;ΆΛΛΕΣ ΕΠΙΧΕΙΡΗΜΑΤΙΚΕΣ ΔΡΑΣΤΗΡΙΟΤΗΤΕΣ;17318;8780;13745;22525;8.51;23.45;23.72;23.61;39.92;35.43;37.17;OTHER BUSINESS ACTIVITIES;
2015;03;75;ΔΗΜΟΣΙΑ ΔΙΟΙΚΗΣΗ ΚΑΙ ΑΜΥΝΑ. ΥΠΟΧΡΕΩΤΙΚΗ ΚΟΙΝΩΝΙΚΗ ΑΣΦΑΛΙΣΗ;663;735;733;1468;0.55;27.73;27.11;27.42;52.36;56.52;54.41;PUBLIC ADMINISTRATION AND DEFENCE ; COMPULSORY SOCIAL SECURITY;
2015;03;80;ΕΚΠΑΙΔΕΥΣΗ;7537;995;3209;4204;1.59;20.72;21.32;21.18;29.66;27.91;28.32;EDUCATION;
2015;03;85;ΥΓΕΙΑ ΚΑΙ ΚΟΙΝΩΝΙΚΗ ΜΕΡΙΜΝΑ;11705;1716;9635;11351;4.29;24.27;23.91;23.96;36.63;33.43;33.92;HEALTH AND SOCIAL WORK;
2015;03;90;ΔΙΑΘΕΣΗ ΛΥΜΑΤΩΝ ΚΑΙ ΑΠΟΡΡΙΜΑΤΩΝ. ΥΓΙΕΙΝΗ ΚΑΙ ΠΑΡΟΜΟΙΕΣ ΔΡΑΣΤΗΡΙΟΤΗΤΕΣ;267;370;95;465;0.18;22.99;22.65;22.92;39.09;40.47;39.37;SEWAGE AND REFUSE DISPOSAL. SANITATION AND SIMILAR ACTIVITIES;
2015;03;91;ΔΡΑΣΤΗΡΙΟΤΗΤΕΣ ΟΡΓΑΝΩΣΕΩΝ μακ;2825;1686;1833;3519;1.33;23.20;23.96;23.60;47.70;45.66;46.62;ACTIVITIES OF MEMBERSHIP ORGANIZATIONS NEC;
2015;03;92;ΨΥΧΑΓΩΓΙΚΕΣ.ΠΟΛΙΤΙΣΤΙΚΕΣ ΚΑΙ ΑΘΛΗΤΙΚΕΣ ΔΡΑΣΤΗΡΙΟΤΗΤΕΣ;5145;2874;2336;5210;1.97;22.64;22.36;22.52;33.81;33.59;33.71;RECREATIONAL. CULTURAL AND SPORTING ACTIVITIES;
2015;03;93;ΆΛΛΕΣ ΔΡΑΣΤΗΡΙΟΤΗΤΕΣ ΠΑΡΟΧΗΣ ΥΠΗΡΕΣΙΩΝ;7688;2272;7888;10160;3.84;22.06;19.92;20.40;30.56;28.10;28.70;OTHER SERVICE ACTIVITIES;
2015;03;95;ΙΔΙΩΤΙΚΑ ΝΟΙΚΟΚΥΡΙΑ ΠΟΥ ΑΠΑΣΧΟΛΟΥΝ ΟΙΚΙΑΚΟ ΠΡΟΣΩΠΙΚΟ;1269;777;293;1070;0.40;24.00;24.04;24.01;46.12;39.42;44.28;PRIVATE HOUSEHOLDS WITH EMPLOYED PERSONS;
2015;03;99;ΕΤΕΡΟΔΙΚΟΙ ΟΡΓΑΝΙΣΜΟΙ ΚΑΙ ΟΡΓΑΝΑ;127;161;178;339;0.13;24.82;24.85;24.84;71.80;68.81;70.23;EXTRA-TERRITORIAL ORGANIZATIONS AND BODIES;
2015;03;NA;ΣΥΝΟΛΟ;194353;148154;116438;264592;100;22.68;22.55;22.62;36.78;33.93;35.53;TOTAL;
2015;03; Ως (2) Ο (3) Τα;αριθμός επιχειρήσεων λαμβάνεται ο αριθμός των ασφαλισμένων δεν είναι δραστηριότητα μετράται μία φορά στοιχεία αναφέρονται στους ασφαλισμένους τακτικές αποδοχές ΠΑΡΑΤΗΡΗΣΕΙΣ;συνολικός αριθμός των διακριτός Εάν ένας που εργάζονται;μονάδων ασφαλισμένος με πλήρες;(παραρτημάτων) απασχολείται ωράριο και;των σε τα μέσα;επιχειρήσεων διαφορετικούς ημερομίσθια;εργοδότες προκύπτουν;με την ίδια μόνο από;οικονομική τις;NA;NA;NA;NA;
2015;03;1 Η 2 Το  The (2) The (3) The;μέση απασχόληση δεν παρουσιάζει γενικό μέσο ημερομίσθιο των γυναικών Number of Enterprises refers to number number of insured individuals is not above figures refer to insured individuals COMMENTS;μεγάλες αποκλίσεις είναι το 92.26% του of units (branches) distinctIf the same who are employed;σχετικά με το γενικού of each person is full-time;φύλο (άνδρες. μέσου ημερομισθίου enterprise employed in and their;γυναίκες) των more than one average wages;ανδρών employers per day;with the do not;same include leave;economic activity benefits &;is counted season;as one bonuses;NA;NA;
2017;03;ΚΩΔ;NA;Αριθμός;Αριθμός;NA;(2) Ασφαλισμένων;NA;Μέση;Απασχόληση;(3);Μέσο;Ημερομίσθιο;(3);NA;
2017;03;COD;Οικονομική Δραστηριότητα; Επιχειρήσεων No of Enterprises;Άνδρες Number Males;Γυναίκες of Insured Females;Individuals Σύνολο Total;(2) %;Average Άνδρες Males;Employment Γυναίκες Females;Σύνολο Total;Άνδρες Males;Average Γυναίκες Wage Females;(3) Σύνολο Total;Economic Activity;
2017;03;ΑΓΝ;ΑΓΝΩΣΤΗ; 0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;UNKNOWN;
2017;03;01;ΓΕΩΡΓΙΑ. ΚΤΗΝΟΤΡΟΦΙΑ. ΘΗΡΑ ΚΑΙ ΣΒΔ;1654;1189;412;1601;0.62;23.01;22.80;22.96;38.41;37.41;38.16;AGRICULTURE. HUNTING AND RELATED SERVICE ACTIVITIES;
2017;03;02;ΔΑΣΟΚΟΜΙΑ. ΥΛΟΤΟΜΙΑ ΚΑΙ ΣΥΝΑΦΕΙΣ ΔΡΑΣΤΗΡΙΟΤΗΤΕΣ;126;183;32;215;0.08;17.70;21.50;18.27;31.91;33.84;32.24;FORESTRY. LOGGING AND RELATED SERVICES;
2017;03;05;ΑΛΙΕΙΑ. ΕΚΜΕΤΑΛΛΕΥΣΗ ΙΧΘΥΟΤΡΟΦΕΙΩΝ ΚΑΙ ΜΟΝΑΔΩΝ ΠΑΡΑΓΩΓΗΣ ΓΟΝΟΥ ΒΔΣ ΜΕ ΤΗΝ ΑΛΙΕΙΑ;148;102;21;123;0.05;22.56;23.24;22.67;42.52;36.56;41.48;FISHING. OPERATION OF FISH HATCHERIES AND FISH FARMS; SERVICE ACTIVITIES INCIDENTAL TO FISHING;
